Season,Latitude,Longitude,FRP
DJF,9.6608,-4.4665,68.2
DJF,9.6611,-1.9502,469.1
DJF,9.6616,-2.0025,66.6
DJF,9.6616,-1.4918,109.9
DJF,9.6617,-0.379,192.9
DJF,9.6619,-0.9886,87.1
DJF,9.6619,-0.0511,80.0
DJF,9.6627,-3.8122,64.3
DJF,9.663,-1.9355,308.0
DJF,9.6631,-0.2122,770.1
DJF,9.6632,-0.611,224.3
DJF,9.6633,0.6929,80.6
DJF,9.6634,-1.6441,75.2
DJF,9.6637,-2.9237,62.0
DJF,9.6641,-3.8027,247.0
DJF,9.6641,-0.4149,152.6
DJF,9.6643,-0.2689,57.4
DJF,9.6645,10.6047,34.0
DJF,9.6646,-4.9398,64.2
DJF,9.6647,-1.3556,62.8
DJF,9.6649,-1.6339,85.9
DJF,9.6651,-0.4665,189.5
DJF,9.6655,-0.4077,175.2
DJF,9.6657,-2.0111,79.6
DJF,9.6659,-0.4266,658.2
DJF,9.6659,5.0966,117.1
DJF,9.666,-1.8798,185.8
DJF,9.666,-0.2169,621.5
DJF,9.6661,10.5533,98.0
DJF,9.6665,-1.8626,39.0
DJF,9.6665,10.5526,360.0
DJF,9.6666,0.4182,106.3
DJF,9.6667,0.1145,78.8
DJF,9.6668,-1.6365,89.5
DJF,9.6668,-0.0448,31.2
DJF,9.6669,-1.8227,53.6
DJF,9.6669,-1.4452,67.2
DJF,9.6671,9.1324,77.0
DJF,9.6672,-2.0012,136.8
DJF,9.6679,-2.0095,82.4
DJF,9.6679,-1.9498,111.5
DJF,9.6682,-1.8135,50.9
DJF,9.6683,-0.0587,56.4
DJF,9.6683,-0.0093,201.9
DJF,9.6683,0.1024,135.7
DJF,9.6684,-1.6398,67.4
DJF,9.6684,-1.4799,47.3
DJF,9.6685,-0.1047,109.2
DJF,9.6689,0.0739,296.4
DJF,9.6689,10.6178,140.8
DJF,9.669,3.6839,56.5
DJF,9.6692,-1.5839,319.8
DJF,9.6692,10.4839,130.9
DJF,9.6695,-0.8844,80.5
DJF,9.6695,-0.4355,54.9
DJF,9.6696,-0.3394,78.4
DJF,9.6697,-4.4679,76.5
DJF,9.6697,-1.9539,145.4
DJF,9.6697,-0.0496,99.1
DJF,9.6698,-1.4708,24.0
DJF,9.6698,10.6115,25.5
DJF,9.6701,-0.4031,298.8
DJF,9.6702,0.0831,98.5
DJF,9.6704,-1.5036,20.5
DJF,9.6705,-0.3046,55.0
DJF,9.6712,10.6217,37.2
DJF,9.6716,10.6342,151.1
DJF,9.6718,0.0286,380.3
DJF,9.672,-1.997,349.3
DJF,9.672,0.0075,74.2
DJF,9.6722,-1.5759,73.1
DJF,9.6722,-0.9795,70.6
DJF,9.6725,-1.4706,60.8
DJF,9.6725,-0.4289,233.1
DJF,9.6726,-0.0526,101.1
DJF,9.6727,-0.0619,61.1
DJF,9.6728,-0.0953,255.3
DJF,9.6732,-0.2454,145.1
DJF,9.6733,-0.2676,118.9
DJF,9.6734,-1.9877,191.9
DJF,9.6735,0.0175,66.3
DJF,9.6736,0.125,53.9
DJF,9.6736,10.5967,29.9
DJF,9.6737,-1.5363,19.2
DJF,9.6737,-1.2051,66.6
DJF,9.6737,0.0812,22.7
DJF,9.6738,-0.4783,153.1
DJF,9.6739,-1.5764,272.6
DJF,9.6739,-0.4345,401.0
DJF,9.6742,0.0749,160.8
DJF,9.6743,-0.0513,129.4
DJF,9.6744,-2.7991,144.5
DJF,9.6744,-0.4194,134.6
DJF,9.6746,-1.7221,132.5
DJF,9.6746,-0.3253,408.0
DJF,9.6746,-0.2766,49.4
DJF,9.6749,10.5901,41.6
DJF,9.675,-0.9879,75.6
DJF,9.675,-0.3548,17.2
DJF,9.6753,-2.0414,324.9
DJF,9.6758,0.0411,128.8
DJF,9.6759,-0.4274,259.3
DJF,9.6759,-0.425,81.7
DJF,9.676,-1.7924,73.4
DJF,9.676,-1.7311,108.4
DJF,9.676,-1.6557,71.7
DJF,9.676,10.613,413.7
DJF,9.6762,-7.8044,251.6
DJF,9.6763,-0.0462,40.7
DJF,9.6763,0.067,74.5
DJF,9.6765,0.4119,66.8
DJF,9.6766,-1.5069,225.6
DJF,9.677,0.0802,49.8
DJF,9.6773,0.0511,165.9
DJF,9.6774,-1.4813,19.8
DJF,9.6774,-0.2864,182.9
DJF,9.6775,0.0763,88.7
DJF,9.6776,-7.7953,98.9
DJF,9.6776,-0.4422,281.8
DJF,9.6778,-2.7785,118.2
DJF,9.6778,-1.9456,82.7
DJF,9.6778,-0.036,39.1
DJF,9.6778,5.0936,116.5
DJF,9.6779,10.5546,228.0
DJF,9.6783,0.0895,61.0
DJF,9.6785,-0.2441,248.0
DJF,9.6786,-0.051,76.4
DJF,9.6786,0.0594,385.3
DJF,9.679,-0.1926,76.9
DJF,9.6794,-2.1001,147.4
DJF,9.6794,-1.9351,71.9
DJF,9.6794,5.083,72.6
DJF,9.6795,10.5657,283.5
DJF,9.6803,-0.4251,276.8
DJF,9.6803,-0.1835,50.8
DJF,9.6803,0.0049,34.5
DJF,9.6803,0.0462,201.3
DJF,9.6803,0.2109,158.1
DJF,9.6804,-4.6059,56.5
DJF,9.6804,-1.4822,65.8
DJF,9.6804,-0.453,318.4
DJF,9.6806,-1.4979,142.4
DJF,9.6806,-0.5516,67.0
DJF,9.6807,-2.0911,120.3
DJF,9.681,10.633,95.5
DJF,9.6811,-1.9984,97.4
DJF,9.6812,4.9738,77.8
DJF,9.6812,10.5788,93.2
DJF,9.6813,-2.0093,86.9
DJF,9.6814,-4.4244,104.9
DJF,9.6815,-1.687,219.8
DJF,9.6817,-1.6722,298.1
DJF,9.6819,-1.4721,60.0
DJF,9.6819,-0.2777,190.4
DJF,9.6819,0.0095,91.7
DJF,9.6822,-0.2575,449.4
DJF,9.6822,0.033,72.1
DJF,9.6822,0.0736,70.4
DJF,9.6823,10.5857,37.7
DJF,9.6824,0.0437,78.2
DJF,9.6825,-1.9891,85.2
DJF,9.6826,-0.4061,98.9
DJF,9.6827,0.2039,113.7
DJF,9.6827,10.4397,77.5
DJF,9.6828,-2.0608,111.6
DJF,9.6828,-0.4796,400.7
DJF,9.6829,-0.0365,20.6
DJF,9.683,-1.663,363.1
DJF,9.683,0.198,461.6
DJF,9.6832,-0.0541,87.3
DJF,9.6833,-1.674,241.1
DJF,9.6834,10.6324,313.4
DJF,9.6835,-0.2753,129.7
DJF,9.6837,5.1185,160.2
DJF,9.6838,0.0843,70.2
DJF,9.6839,-0.3742,118.8
DJF,9.6839,10.5914,29.5
DJF,9.6841,-0.4705,102.7
DJF,9.6842,10.539,97.2
DJF,9.6845,-0.4309,416.1
DJF,9.6846,-0.5787,90.9
DJF,9.6847,-0.2756,591.8
DJF,9.6847,5.1121,93.9
DJF,9.6848,-0.327,238.6
DJF,9.6849,-0.2843,168.5
DJF,9.685,-1.3832,50.1
DJF,9.685,10.6117,65.5
DJF,9.6851,-4.6858,76.8
DJF,9.6853,-1.6931,164.2
DJF,9.6853,-0.2511,138.2
DJF,9.6855,0.2024,439.1
DJF,9.6856,-1.3688,144.0
DJF,9.6858,-0.5267,60.6
DJF,9.6859,-2.1097,84.3
DJF,9.686,-0.5688,98.4
DJF,9.6861,-1.7225,326.9
DJF,9.6863,-4.3027,63.2
DJF,9.6863,10.6208,223.3
DJF,9.6865,-1.7916,143.2
DJF,9.6866,-1.4249,69.1
DJF,9.6869,-1.6801,440.5
DJF,9.687,-0.2015,164.7
DJF,9.6873,-0.4139,150.0
DJF,9.6874,-0.3221,299.1
DJF,9.6874,0.0882,139.7
DJF,9.6875,-2.0989,92.5
DJF,9.6876,-0.2691,997.2
DJF,9.6878,-0.6341,81.1
DJF,9.6881,-0.3175,72.2
DJF,9.6883,10.6081,32.4
DJF,9.6887,-2.0122,51.0
DJF,9.6889,-0.1877,109.5
DJF,9.6891,-1.6953,207.3
DJF,9.6892,0.0607,86.0
DJF,9.6893,-1.4313,170.0
DJF,9.6893,0.0609,60.8
DJF,9.6895,-0.3073,57.5
DJF,9.6896,-0.4442,195.3
DJF,9.6897,-1.6442,20.2
DJF,9.6898,10.6185,68.9
DJF,9.6902,-0.1934,123.4
DJF,9.6902,0.4266,49.3
DJF,9.6903,-0.3693,20.5
DJF,9.6908,-2.2,68.2
DJF,9.6909,-1.6352,16.9
DJF,9.6911,-0.2649,224.0
DJF,9.6913,-1.767,171.5
DJF,9.6914,-0.713,60.5
DJF,9.6916,-1.5602,274.5
DJF,9.6917,-1.3278,113.0
DJF,9.692,-1.6643,404.7
DJF,9.6921,-1.6885,572.3
DJF,9.6921,-1.5406,127.2
DJF,9.6921,-0.1849,61.1
DJF,9.6922,-1.6776,96.4
DJF,9.6923,-0.5326,124.9
DJF,9.6923,-0.4271,716.1
DJF,9.6925,-1.68,119.8
DJF,9.6925,-0.274,196.5
DJF,9.6927,-0.3581,154.8
DJF,9.693,-0.4718,142.7
DJF,9.693,-0.0881,83.4
DJF,9.6931,-2.0242,205.5
DJF,9.6933,-1.6551,286.0
DJF,9.6934,-2.124,57.7
DJF,9.6934,-0.1942,214.2
DJF,9.6935,-1.6809,20.0
DJF,9.6936,-1.8266,212.1
DJF,9.6936,0.2234,18.0
DJF,9.6938,-0.283,55.3
DJF,9.6938,0.4442,70.0
DJF,9.6939,-1.8317,85.7
DJF,9.6939,-1.6755,135.2
DJF,9.6939,-0.466,69.4
DJF,9.6939,0.4233,105.0
DJF,9.694,-1.6693,334.7
DJF,9.6942,-1.5417,121.1
DJF,9.6942,0.1059,43.4
DJF,9.6944,-0.0827,133.2
DJF,9.6948,0.0258,102.4
DJF,9.695,-7.4508,146.9
DJF,9.695,-0.4101,209.0
DJF,9.695,0.2667,89.4
DJF,9.6952,-1.953,135.8
DJF,9.6953,10.6195,110.6
DJF,9.6954,-1.7147,102.4
DJF,9.6955,-1.6038,351.9
DJF,9.6955,-1.5324,50.5
DJF,9.6956,0.1455,73.8
DJF,9.6957,0.4352,75.0
DJF,9.6963,0.2758,70.1
DJF,9.6964,-0.5603,34.2
DJF,9.6965,-1.8093,303.9
DJF,9.6965,-0.4329,456.3
DJF,9.6966,10.6287,97.5
DJF,9.6974,5.2874,102.0
DJF,9.6975,-1.6817,144.5
DJF,9.6976,-1.9777,74.0
DJF,9.6976,-1.1916,61.3
DJF,9.6976,0.2849,96.2
DJF,9.6979,-1.3705,214.2
DJF,9.6979,-0.2028,86.2
DJF,9.698,-0.8679,190.9
DJF,9.698,-0.0406,54.8
DJF,9.6981,-0.4613,253.0
DJF,9.6981,10.451,108.0
DJF,9.6985,-1.6455,22.6
DJF,9.6985,10.5965,94.8
DJF,9.6986,-4.6883,97.1
DJF,9.6986,0.4018,244.6
DJF,9.6991,-0.4757,220.4
DJF,9.6992,-1.3561,116.9
DJF,9.6992,-0.5246,486.7
DJF,9.6992,-0.4147,144.4
DJF,9.6993,-0.4159,263.5
DJF,9.6995,-7.5184,129.7
DJF,9.6997,-1.0908,95.4
DJF,9.6998,-2.1987,124.2
DJF,9.6998,-1.6365,49.5
DJF,9.6998,-0.189,87.1
DJF,9.7,7.5126,216.8
DJF,9.7001,-1.799,255.9
DJF,9.7001,-0.2636,100.0
DJF,9.7002,-0.7249,63.1
DJF,9.7004,-1.3624,104.3
DJF,9.7005,-1.8938,187.5
DJF,9.7005,-0.5336,172.8
DJF,9.7006,-1.5615,218.3
DJF,9.7008,-4.051,54.7
DJF,9.701,-1.4855,90.3
DJF,9.7011,-0.1948,105.8
DJF,9.7016,-1.5409,148.5
DJF,9.7016,-0.4013,21.8
DJF,9.7017,5.818,252.3
DJF,9.7018,5.0931,160.2
DJF,9.7019,-1.5522,94.6
DJF,9.7019,-1.4819,123.3
DJF,9.702,-2.0157,119.3
DJF,9.7023,0.0818,44.9
DJF,9.7024,-4.0665,67.4
DJF,9.7025,-7.9232,113.5
DJF,9.7026,-0.5339,115.7
DJF,9.7028,10.4523,75.0
DJF,9.7031,-1.2683,73.3
DJF,9.7032,-1.543,55.1
DJF,9.7034,-2.0251,159.7
DJF,9.7036,0.3933,411.9
DJF,9.7036,4.038,64.0
DJF,9.7037,-1.8564,71.8
DJF,9.7039,-1.9353,53.7
DJF,9.704,-0.7392,85.7
DJF,9.7043,-0.8753,55.7
DJF,9.7045,-1.5337,54.6
DJF,9.7045,-0.5048,77.5
DJF,9.7047,7.5243,165.9
DJF,9.7048,-0.5703,75.5
DJF,9.7049,-0.5442,57.5
DJF,9.7052,-1.9261,60.0
DJF,9.7055,-4.5832,266.2
DJF,9.7055,-0.9946,85.5
DJF,9.7057,10.6273,113.0
DJF,9.7061,-1.5951,601.9
DJF,9.7063,-0.5533,86.6
DJF,9.7065,-1.964,164.9
DJF,9.7066,0.2456,77.4
DJF,9.7066,0.2836,56.4
DJF,9.7067,0.0492,270.5
DJF,9.7069,-1.0868,117.6
DJF,9.7069,4.98,91.5
DJF,9.7071,-2.6695,73.9
DJF,9.7072,-2.2907,60.6
DJF,9.7074,0.0153,85.5
DJF,9.7076,10.4418,212.6
DJF,9.7078,-1.3023,98.4
DJF,9.7083,-1.8831,167.3
DJF,9.7083,-1.5505,154.2
DJF,9.7085,-0.531,146.3
DJF,9.7087,-4.0619,90.8
DJF,9.7088,6.2889,76.2
DJF,9.709,-4.5733,76.7
DJF,9.7091,-1.2932,274.2
DJF,9.7096,-5.1771,57.1
DJF,9.7096,-1.8925,598.5
DJF,9.7096,-1.3575,113.3
DJF,9.7097,-4.5069,84.4
DJF,9.7097,-0.6268,224.4
DJF,9.7098,5.0678,88.1
DJF,9.71,-4.0523,98.0
DJF,9.7102,11.9039,17.9
DJF,9.7103,-1.7698,127.1
DJF,9.711,-1.902,604.5
DJF,9.7113,5.1486,191.6
DJF,9.7115,-1.9973,59.1
DJF,9.7117,-0.4064,165.7
DJF,9.7121,-0.8202,23.2
DJF,9.7121,-0.6084,139.2
DJF,9.7122,-1.8466,163.6
DJF,9.7123,5.2763,327.8
DJF,9.7124,0.3993,51.4
DJF,9.7124,10.4655,92.9
DJF,9.7125,-1.7385,140.9
DJF,9.7125,-0.1822,113.9
DJF,9.7126,-1.4489,517.2
DJF,9.7129,-4.566,126.7
DJF,9.7134,-7.3786,60.8
DJF,9.7135,-1.5392,97.2
DJF,9.7135,-1.535,82.8
DJF,9.7137,-1.6921,102.9
DJF,9.7137,10.4746,57.8
DJF,9.7138,-0.5428,89.2
DJF,9.7142,-0.7257,53.8
DJF,9.7143,-0.627,249.8
DJF,9.7144,-1.0451,16.4
DJF,9.7147,10.626,51.6
DJF,9.7148,-1.5258,166.0
DJF,9.7148,-1.4386,150.7
DJF,9.715,-0.1976,123.0
DJF,9.715,4.9531,145.1
DJF,9.715,10.4787,98.6
DJF,9.7151,-0.1876,135.1
DJF,9.7152,-1.447,79.1
DJF,9.7152,-0.5519,84.7
DJF,9.7153,-0.6044,98.3
DJF,9.7153,0.2555,26.8
DJF,9.7154,-1.8581,39.2
DJF,9.7156,10.5835,60.9
DJF,9.716,-5.4631,60.0
DJF,9.716,-1.4945,144.5
DJF,9.716,-0.7541,67.8
DJF,9.7161,-0.0478,34.8
DJF,9.7162,-1.4477,218.8
DJF,9.7162,10.4749,136.2
DJF,9.7163,-1.2914,530.4
DJF,9.7165,-0.1528,69.3
DJF,9.7167,-7.9151,64.0
DJF,9.717,10.4857,135.4
DJF,9.7171,10.7649,67.7
DJF,9.7172,-0.4458,56.2
DJF,9.7173,-5.1874,62.9
DJF,9.7173,-2.817,87.1
DJF,9.7174,-0.0571,44.6
DJF,9.7175,-1.4521,96.4
DJF,9.7175,5.0183,71.0
DJF,9.7177,-0.1335,89.7
DJF,9.7177,10.4796,80.3
DJF,9.7178,-0.5781,351.2
DJF,9.7179,-0.8406,118.6
DJF,9.7179,-0.5323,177.6
DJF,9.7181,-1.4841,204.3
DJF,9.7183,-1.9191,51.3
DJF,9.7184,-1.2551,61.2
DJF,9.7184,-0.1815,108.3
DJF,9.7185,-5.1784,80.2
DJF,9.7188,-1.8912,211.6
DJF,9.7188,-0.1322,110.7
DJF,9.7189,-1.4766,137.1
DJF,9.7189,-0.3977,55.4
DJF,9.719,1.0116,18.7
DJF,9.719,4.8434,65.3
DJF,9.7191,-1.4151,78.9
DJF,9.7192,-0.2804,72.7
DJF,9.7193,10.4402,376.9
DJF,9.7196,-1.4734,80.0
DJF,9.7198,-0.6278,109.8
DJF,9.7201,-1.9006,285.7
DJF,9.7201,10.455,258.6
DJF,9.7202,-0.5378,27.6
DJF,9.7202,-0.2889,114.4
DJF,9.7203,-0.755,32.5
DJF,9.7204,-1.9987,134.8
DJF,9.7205,-0.9851,140.2
DJF,9.7205,10.6459,173.5
DJF,9.7206,-1.748,69.4
DJF,9.7206,1.0219,26.1
DJF,9.7207,-0.1441,109.4
DJF,9.7209,-0.7636,114.2
DJF,9.7209,-0.2678,75.9
DJF,9.7211,-0.1755,143.1
DJF,9.7212,-1.463,133.9
DJF,9.7214,-0.5721,684.4
DJF,9.7214,10.4566,145.8
DJF,9.7214,10.4642,1157.7
DJF,9.7215,-0.5287,20.0
DJF,9.7215,-0.388,73.6
DJF,9.7216,-1.7677,152.5
DJF,9.7217,-2.1468,217.2
DJF,9.7217,-0.3896,53.2
DJF,9.7218,-1.4879,165.2
DJF,9.7218,0.1275,140.3
DJF,9.7222,-1.6156,429.0
DJF,9.7223,-0.7734,155.8
DJF,9.7223,-0.6669,112.5
DJF,9.7224,-0.203,90.6
DJF,9.7225,-4.6487,169.9
DJF,9.7227,-0.6799,53.0
DJF,9.7227,10.4733,202.2
DJF,9.7229,-7.9503,53.6
DJF,9.7229,-4.5701,52.3
DJF,9.7229,10.5749,247.7
DJF,9.723,-2.1373,102.6
DJF,9.7232,0.1367,74.5
DJF,9.7233,-0.7547,171.1
DJF,9.7233,0.2511,114.2
DJF,9.7234,-0.2944,75.0
DJF,9.7235,-0.5858,849.1
DJF,9.7235,-0.1526,105.2
DJF,9.7236,0.0294,92.9
DJF,9.7236,0.2101,695.9
DJF,9.7238,-0.1183,53.5
DJF,9.7238,10.4774,95.0
DJF,9.7239,-1.6046,78.1
DJF,9.7239,-0.1803,146.1
DJF,9.7239,10.6804,103.4
DJF,9.7241,-1.9938,82.7
DJF,9.7242,-1.4566,168.3
DJF,9.7243,10.5856,110.4
DJF,9.7244,4.9627,215.7
DJF,9.7246,-1.5048,213.7
DJF,9.7246,0.356,58.9
DJF,9.7249,-7.977,59.4
DJF,9.7249,10.4767,104.7
DJF,9.7254,-0.2097,115.7
DJF,9.7257,-1.7219,159.2
DJF,9.7257,10.5585,102.9
DJF,9.7258,-0.5631,303.0
DJF,9.726,-2.0185,76.6
DJF,9.726,-1.6217,48.7
DJF,9.7261,0.3658,73.5
DJF,9.7262,-0.7729,220.6
DJF,9.7264,-0.1066,111.6
DJF,9.7265,-0.383,121.3
DJF,9.7265,-0.1857,121.5
DJF,9.7268,-0.6099,153.8
DJF,9.727,10.5495,134.3
DJF,9.7273,-0.2218,110.9
DJF,9.7273,0.2164,841.2
DJF,9.7274,-1.7339,302.9
DJF,9.7274,-1.2564,50.7
DJF,9.7276,-1.6907,36.9
DJF,9.7277,-0.5913,955.6
DJF,9.7278,-2.1383,66.1
DJF,9.7279,-1.4927,140.7
DJF,9.7282,0.0583,20.1
DJF,9.7283,-4.5481,55.8
DJF,9.7284,-1.8578,178.9
DJF,9.7284,11.0008,62.7
DJF,9.7285,-0.804,159.1
DJF,9.7286,-0.2576,53.3
DJF,9.729,-2.73,81.3
DJF,9.7291,8.6838,21.7
DJF,9.7292,-4.5512,57.2
DJF,9.7293,-4.579,123.5
DJF,9.7294,11.8829,45.0
DJF,9.7296,-4.539,66.5
DJF,9.7298,-5.3072,68.9
DJF,9.7303,-1.7952,96.6
DJF,9.7303,-0.217,146.3
DJF,9.7304,10.4629,68.8
DJF,9.7305,-4.5603,170.2
DJF,9.7305,-2.0654,54.5
DJF,9.7305,0.3791,67.2
DJF,9.7306,-1.7506,133.0
DJF,9.7308,-1.4467,76.1
DJF,9.7309,-1.1807,74.2
DJF,9.7309,0.1261,143.0
DJF,9.7312,-0.2787,76.8
DJF,9.7313,-1.8515,143.3
DJF,9.7313,5.2353,100.7
DJF,9.7314,11.8754,44.3
DJF,9.7315,0.0252,53.0
DJF,9.7316,-0.6682,79.8
DJF,9.7317,-1.6547,140.5
DJF,9.7319,-7.3307,106.3
DJF,9.732,-1.6172,419.6
DJF,9.7321,-1.4555,112.7
DJF,9.7322,-1.3568,41.0
DJF,9.7322,0.1353,71.0
DJF,9.7322,0.3245,91.3
DJF,9.7324,4.9281,102.2
DJF,9.7325,-2.0025,58.8
DJF,9.7326,-0.1859,177.2
DJF,9.7326,0.0473,96.1
DJF,9.7326,0.2497,61.9
DJF,9.7333,-1.358,350.0
DJF,9.7334,-1.4644,82.4
DJF,9.7335,-1.8652,182.2
DJF,9.7338,-1.6061,199.7
DJF,9.734,5.9387,77.9
DJF,9.7344,-1.739,151.9
DJF,9.7344,-0.5382,216.2
DJF,9.735,-0.6507,32.9
DJF,9.7352,0.3528,84.6
DJF,9.7354,-1.2649,60.9
DJF,9.7355,-1.5951,99.9
DJF,9.7356,-4.9962,51.4
DJF,9.7356,0.0302,86.8
DJF,9.7357,-2.0201,105.1
DJF,9.7358,1.2712,125.5
DJF,9.7359,0.2514,61.6
DJF,9.7364,-1.568,62.7
DJF,9.7364,0.3316,133.2
DJF,9.7368,-0.18,192.1
DJF,9.7369,-1.7765,57.7
DJF,9.737,-7.9557,65.9
DJF,9.7373,-2.0093,140.5
DJF,9.7375,-0.5577,105.9
DJF,9.7377,-1.5772,122.4
DJF,9.7379,-0.5744,87.4
DJF,9.7379,10.6866,95.8
DJF,9.7384,7.599,139.9
DJF,9.7387,-1.5992,246.2
DJF,9.7387,-1.543,91.4
DJF,9.7389,-1.3635,295.9
DJF,9.7391,-4.6527,70.7
DJF,9.7395,-1.4509,97.8
DJF,9.7395,-0.9069,48.4
DJF,9.7395,-0.3181,215.9
DJF,9.7395,4.9951,227.1
DJF,9.7395,5.0432,83.5
DJF,9.7396,-2.1614,58.0
DJF,9.7396,-1.4029,87.2
DJF,9.7397,-0.6479,136.6
DJF,9.7398,10.5567,77.0
DJF,9.74,0.1779,68.8
DJF,9.74,0.2681,99.0
DJF,9.7401,-4.6572,140.8
DJF,9.7402,4.9797,198.8
DJF,9.7403,5.0035,105.5
DJF,9.7403,11.8854,31.0
DJF,9.7406,-0.2677,123.3
DJF,9.7409,-0.8625,171.7
DJF,9.7411,-0.623,104.8
DJF,9.7411,0.0076,56.4
DJF,9.7412,-0.4861,65.1
DJF,9.7416,-7.9513,92.2
DJF,9.7417,-0.3751,22.2
DJF,9.7418,0.2554,94.9
DJF,9.7418,0.2996,22.1
DJF,9.7421,-4.6598,72.3
DJF,9.7423,-1.1772,47.9
DJF,9.7425,-1.8376,350.9
DJF,9.7431,-0.8683,160.4
DJF,9.7431,-0.3639,198.9
DJF,9.7433,-1.4543,55.3
DJF,9.7435,-4.6492,122.6
DJF,9.7435,-0.5386,84.8
DJF,9.7436,-7.5348,69.5
DJF,9.7436,1.8139,74.0
DJF,9.7437,-7.5443,61.3
DJF,9.7437,-1.1862,69.6
DJF,9.7437,10.6324,81.2
DJF,9.7438,-1.9065,385.7
DJF,9.7439,10.4131,19.6
DJF,9.744,-0.2147,82.0
DJF,9.7441,-0.6148,301.6
DJF,9.7442,-1.5229,165.7
DJF,9.7446,-1.7564,121.2
DJF,9.7446,-0.118,95.9
DJF,9.745,-7.5449,84.9
DJF,9.7451,-7.5343,110.4
DJF,9.7452,0.7842,63.9
DJF,9.7455,-0.7504,33.5
DJF,9.7459,0.2703,51.0
DJF,9.746,-1.6638,86.0
DJF,9.746,4.9705,42.8
DJF,9.7461,-0.4978,73.2
DJF,9.7461,-0.4472,201.7
DJF,9.7461,5.0126,30.1
DJF,9.7463,-1.4173,490.9
DJF,9.7466,-0.7701,100.3
DJF,9.7466,-0.6545,127.1
DJF,9.7468,-1.8096,58.8
DJF,9.7471,0.2622,206.1
DJF,9.7472,10.5892,51.9
DJF,9.7473,-1.1604,84.3
DJF,9.7474,-1.6544,72.1
DJF,9.7474,4.9807,86.8
DJF,9.7475,-1.9422,244.9
DJF,9.7475,-0.386,156.2
DJF,9.7477,5.9725,148.2
DJF,9.7478,-0.4871,78.6
DJF,9.7479,5.0245,39.6
DJF,9.748,-0.7606,48.3
DJF,9.7483,-1.6425,328.0
DJF,9.7483,-1.4298,97.4
DJF,9.7487,-1.1697,93.0
DJF,9.7487,10.5628,66.8
DJF,9.7491,-1.4098,188.8
DJF,9.7493,-0.3576,82.5
DJF,9.7495,-0.4405,378.1
DJF,9.7495,8.6807,44.4
DJF,9.7496,-7.5406,92.5
DJF,9.7501,-1.9636,196.1
DJF,9.7503,-0.4875,61.4
DJF,9.7506,-0.4639,23.8
DJF,9.7506,-0.4137,20.9
DJF,9.7508,-4.6826,98.7
DJF,9.7509,10.5586,307.7
DJF,9.751,-1.4223,331.8
DJF,9.751,-0.8792,118.7
DJF,9.7511,-1.8479,94.8
DJF,9.7513,0.0427,84.8
DJF,9.7514,10.5738,59.4
DJF,9.7517,5.9605,183.6
DJF,9.7518,4.9778,274.8
DJF,9.7518,5.5811,65.3
DJF,9.7522,-1.5324,78.0
DJF,9.7522,-0.9331,71.9
DJF,9.7522,8.6736,51.6
DJF,9.7527,-0.6282,89.2
DJF,9.7529,-1.1184,69.1
DJF,9.7532,-7.9645,69.0
DJF,9.7533,-1.4276,123.8
DJF,9.7533,0.0303,83.1
DJF,9.7534,-2.0157,70.1
DJF,9.7535,5.7736,66.5
DJF,9.7539,0.0231,55.8
DJF,9.7542,4.9728,121.3
DJF,9.7543,-0.6162,79.5
DJF,9.7544,-2.7654,72.0
DJF,9.7544,4.0452,79.2
DJF,9.7544,4.9938,156.5
DJF,9.7545,-1.0415,72.7
DJF,9.7546,0.2375,59.5
DJF,9.7547,0.3745,147.3
DJF,9.7547,7.5729,165.9
DJF,9.7548,10.659,394.2
DJF,9.7548,11.0165,15.7
DJF,9.755,1.2772,15.8
DJF,9.7552,-0.8548,72.3
DJF,9.7553,0.019,70.3
DJF,9.7554,-0.7858,106.1
DJF,9.7555,4.9819,58.3
DJF,9.7555,10.4455,169.0
DJF,9.7557,-1.7912,55.5
DJF,9.7557,-1.5689,94.9
DJF,9.7557,5.0364,65.7
DJF,9.7558,-1.4687,380.6
DJF,9.7558,0.037,105.1
DJF,9.7561,0.3654,75.5
DJF,9.7561,10.4579,29.4
DJF,9.7562,-1.811,55.8
DJF,9.7562,-0.8478,234.4
DJF,9.7564,-0.768,140.6
DJF,9.7565,-1.2022,76.4
DJF,9.7565,-0.7519,41.7
DJF,9.7566,0.7659,94.1
DJF,9.7567,-1.4156,115.8
DJF,9.7567,0.7786,113.4
DJF,9.7568,4.9794,24.6
DJF,9.757,-1.6192,240.1
DJF,9.757,10.6154,216.6
DJF,9.7571,-0.0014,31.9
DJF,9.7575,-1.5556,144.7
DJF,9.7576,0.3759,126.6
DJF,9.7578,0.2035,49.8
DJF,9.7579,-1.4363,24.6
DJF,9.7581,5.0229,28.7
DJF,9.7583,-1.4531,676.2
DJF,9.7588,4.9658,230.3
DJF,9.7589,-3.6573,58.8
DJF,9.7589,-2.0805,66.9
DJF,9.7589,-1.6315,282.2
DJF,9.7589,10.6514,261.9
DJF,9.759,10.4686,55.7
DJF,9.7591,-0.7916,380.5
DJF,9.7591,0.2131,49.5
DJF,9.7591,0.6228,95.9
DJF,9.7593,10.5641,747.2
DJF,9.7598,-1.2289,53.4
DJF,9.7598,4.9938,78.4
DJF,9.7599,-1.9703,75.1
DJF,9.7599,-1.8092,87.4
DJF,9.7599,10.702,476.5
DJF,9.7602,-1.558,67.0
